29/6/2026,,,,,,,,,,,,,,,,
PROVEEDOR,IVA PROVEEDOR,FECHA RECEPCIÓN MERCADERÍA,COMPROBANTE,NÚMERO COMPROBANTE,TOTAL COMPROBANTE $,IVA $,TOTAL NETO IVA $,Ds Pago convenidos,VENCIMIENTO,FECHA PAGO,MONTO PAGO,PENDIENTE PAGO,ESTADO,FORMA PAGO,COMENTARIOS,Linea P&L
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
,,,,,,,, ,,,,,,,,
